league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021070318296551704,0,1,2.139107011258602,2.139107011258602
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.3349773976951838,2.3349773976951838
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05,0.35375541262328625,0.35375541262328625,0.6262782029807568,0,5,3.9006014950573444,3.3178643696010113
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.225624181330204,0.225624181330204
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,0.07,0.13,0.2,0.07,0.2,1.4644898548722267,1.4644898548722267,2.1658401750028133,1,11,4.204577220603824,1.2919913660734892
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,0.9312757514417171,0.9312757514417171,0.376679259352386,0,7,4.114149808883667,3.429916113615036
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,MF,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07338971272110939,0,2,0.08639794308692217,0.013008230365812778
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01685086265206337,0,1,0.18078524991869926,0.1639343872666359
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,1.434986375272274,1.434986375272274,0.7888719039037824,1,8,3.172867614775896,1.4127340912818909
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,0.043418992310762405,0.043418992310762405,0.8038922008126974,0,4,1.1632227841764688,0.4409727454185486
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,35,35,3122,34.7,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,1.5649987170472741,1.5649987170472741,0.7030826602131128,0,3,8.610395619645715,7.782098321244121
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,0.41,0.14,0.54,0.41,0.54,2.7488116063177586,2.7488116063177586,0.403658552095294,3,4,4.23221287317574,1.2429697029292583
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.056514352560043335,0.056514352560043335,0.06540583074092865,0,1,1.269033445045352,1.269033445045352
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,1.3016396705061197,1.3016396705061197,2.666540065780282,0,28,5.49640105292201,1.9239521846175194
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1,0.5857022814452648,0.5857022814452648,0.7670453414320946,1,5,2.7209306256845593,2.4428652273491025
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.4357987744733691,1.4357987744733691,0.22600556816905737,1,6,3.7184569966048002,3.5594952162355185
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,MF,22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,0.38,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,0.6125177554786205,0.6125177554786205,0.6245124880224466,1,13,5.957525156438351,5.012046929448843
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,MF,20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,0.21,0.31,0.52,0.21,0.52,2.7400452066212893,2.7400452066212893,2.227620951831341,2,18,6.231109814718366,2.7869491232559085
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.4593092957511544,0.4593092957511544,0.3231524731963873,0,5,2.4181056451052427,2.1468016486614943
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,1999,33,32,2743,30.5,1,2,3,1,0,0,5,1,0.03,0.07,0.1,0.03,0.1,0.798027765005827,0.798027765005827,6.061805084347725,1,61,7.2669062577188015,4.0115239061415195
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,0.42,0.07,0.49,0.35,0.42,10.40864434838295,11.930982023477554,2.784454360604286,10,20,14.707014501094818,3.1533351335674524
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0580514557659626,0.0580514557659626,0.0,0,0,1.306849337182939,1.306849337182939
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,"FW,MF",28,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,MF,26,1998,18,7,702,7.8,2,0,2,2,0,0,1,0,0.26,0.0,0.26,0.26,0.26,1.8282658252865076,1.8282658252865076,0.8385746516287327,2,7,4.232192199677229,2.159004925750196
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20,2003,31,30,2583,28.7,3,2,5,3,0,0,5,0,0.1,0.07,0.17,0.1,0.17,3.5237994957715273,3.5237994957715273,3.373567247763276,3,31,10.518985860049725,4.673843790777028
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,33,31,2751,30.6,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,0.29577674996107817,0.29577674996107817,1.4169819168746471,1,24,9.255466464906931,8.384842346422374
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,0.36,0.0,0.36,0.36,0.36,4.5141482055187225,4.5141482055187225,0.19445249065756798,4,5,5.369531828910112,0.7284961454570293
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.41338271275162697,0.41338271275162697,2.2046328485012054,0,10,3.0202110949903727,0.9018877614289522
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,"MF,FW",20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20,2004,32,27,2182,24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,1.4420042671263218,1.4420042671263218,4.914181550964713,2,42,7.097214490175247,3.5222754068672657
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,"MF,FW",31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001,19,12,1125,12.5,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,0.8699327614158392,0.8699327614158392,0.0,1,0,2.478840259835124,2.4601404275745153
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,0.6421074867248535,0.6421074867248535,0.07015308737754822,1,1,5.112960673868656,4.499962247908115
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07015308737754822,0.07015308737754822
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19,2004,31,14,1523,16.9,5,2,7,5,0,0,8,0,0.3,0.12,0.41,0.3,0.41,4.3609558045864105,4.3609558045864105,3.352718798443675,5,25,7.7602359261363745,3.0961448941379786
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,MF,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3993283584713936,0,2,0.658692367374897,0.31169407814741135
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,0.18760879337787628,0.18760879337787628,1.32591406814754,0,17,5.152881131507456,4.76618863362819
ENG-Premier League,2425,Leicester City,Jake Evans,ENG,MF,15,2008,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.888207919895649,1.888207919895649
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26,1998,36,34,2912,32.4,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,2.046646734699607,2.046646734699607,0.9606930930167437,2,15,6.922428992576897,5.915292138233781
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,0.29,0.13,0.41,0.26,0.38,10.697048958390951,12.219386659562588,3.737534761428833,8,19,14.040310747921467,0.9949070662260056
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.11154495272785425,0.11154495272785425,0.07185124978423119,0,3,3.8136451300233603,3.7925947066396475
ENG-Premier League,2425,Leicester City,Jeremy Monga,ENG,FW,15,2009,7,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2071486935019493,0.2071486935019493,0.018543284386396408,0,1,0.31338607892394066,0.08769410848617554
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,0.27,0.0,0.27,0.22,0.22,3.580214601010084,4.341383438557386,1.9064311189576983,4,17,5.810580421239138,2.694857061840594
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22,2001,18,9,852,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,1.4462989773601294,1.4462989773601294,0.905257573351264,1,9,3.96396641433239,1.788604959845543
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.34869277104735374,0.34869277104735374,0.41817436274141073,0,8,1.7490677423775196,1.388859000056982
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.3339753225445747,2.3339753225445747
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.2431342415511608,0.2431342415511608,0.3397108828648925,0,9,2.2539359983056784,1.7920793881639838
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"MF,FW",25,1998,23,6,736,8.2,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,1.767653119750321,1.767653119750321,0.02592407539486885,1,1,1.9579588426277041,0.16438164934515953
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,10,4,388,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.11117679998278618,0.11117679998278618,0.0,0,0,1.118471845984459,1.0300674214959145
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,0.22,0.06,0.28,0.22,0.28,3.392247362062335,3.392247362062335,2.583603762090206,4,22,9.100224314257503,5.081808265298605
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,2002,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,28,28,2324,25.8,0,5,5,0,0,0,8,0,0.0,0.19,0.19,0.0,0.19,1.973463961854577,1.973463961854577,2.7866385113447905,0,17,8.735264824703336,5.421601940877736
ENG-Premier League,2425,Leicester City,Will Alves,ENG,MF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,34,30,2815,31.3,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,1.563155423849821,1.563155423849821,0.17054090928286314,1,4,5.0110078155994415,4.808216721750796
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.07459224760532379,0.07459224760532379,0.0,0,0,0.0910294447094202,0.016437197104096413
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.11187431681901217,0.11187431681901217,1.3046283889561892,0,8,3.6352696400135756,2.4448944218456745
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35,3.568436846137047,3.568436846137047,4.891626043245196,5,45,23.363473244011402,19.07193909212947
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4981032609939575,0,1,9.509701142087579,9.011597881093621
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30,1994,33,29,2482,27.6,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,1.5656620487570763,1.5656620487570763,4.881590306758881,0,40,19.93133733794093,15.677865535020828
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65,8.601265830919147,8.601265830919147,6.257204940542579,10,38,22.09034220688045,8.677158913575113
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.0,0.24,0.24,0.0,0.24,1.1355030871927738,1.1355030871927738,1.9162586014717817,0,7,7.865552997216582,5.193093849346042
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,33,19,1712,19.0,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32,4.570292007178068,4.570292007178068,1.7505743531510234,3,22,12.458385687321424,7.695024929009378
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,30,8,1133,12.6,5,2,7,5,0,0,8,0,0.4,0.16,0.56,0.4,0.56,6.912255180999637,6.912255180999637,1.7422378864139318,5,11,11.696636958047748,3.613157507032156
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,26,14,1196,13.3,6,3,9,6,0,0,2,0,0.45,0.23,0.68,0.45,0.68,10.20619698613882,10.20619698613882,1.852303085848689,6,11,13.053022043779492,3.036761373281479
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,0.22,0.22,0.43,0.22,0.43,7.00856670551002,7.00856670551002,7.858418172225356,6,57,27.468164574354887,15.59493687003851
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6147317513823509,0.6147317513823509,0.20754490792751312,0,2,1.6294743716716766,0.8755535371601582
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,0.24,0.49,0.73,0.24,0.73,1.6678786408156157,1.6678786408156157,1.2793736029416323,1,10,4.1819951720535755,2.2030859515070915
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,1.8570036180317402,1.8570036180317402,1.0275321248918772,1,10,17.322711497545242,16.64254543930292
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.09152641892433167,0.09152641892433167,0.10514529794454575,0,2,2.4939724653959274,2.420603469014168
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68,12.3563298471272,12.3563298471272,6.245185255073011,13,56,27.060918375849724,10.240967989899218
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,0.77,0.48,1.25,0.53,1.01,20.855747912079096,27.70626749098301,15.858334187418222,20,89,48.53588879853487,16.20675839856267
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,37,37,3160,35.1,0,4,4,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,1.3318934980779886,1.3318934980779886,2.415423891507089,0,26,21.408910930156708,19.362357161939144
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,33,28,2365,26.3,3,6,9,3,0,0,5,0,0.11,0.23,0.34,0.11,0.34,1.8941362705081701,1.8941362705081701,8.056737272068858,3,52,20.09090856090188,13.782187223434448
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,2.821447281166911,2.821447281166911,1.2135552121326327,3,12,22.29557890444994,21.51737556606531
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06703786551952362,0,2,1.2031035460531712,1.1583239622414112
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27,4.793662561103702,4.793662561103702,4.999884040094912,4,53,19.424771897494793,13.023904200643301
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,MF,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06255101412534714,0.06255101412534714,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,30,1993,26,26,2320,25.8,0,4,4,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,1.1925887912511826,0,4,5.953033002093434,4.961667595431209
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,0.72,0.1,0.82,0.62,0.72,20.909917432814837,23.95459282770753,3.5812273556366563,19,29,22.845245644450188,3.5353690683841705
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28,1995,20,7,721,8.0,1,1,2,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,1.2711530942469835,1.2711530942469835,1.9155478971078992,1,24,6.737229811958969,4.150039034895599
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0117364432662725,1.0117364432662725
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21,2002,15,3,349,3.9,3,0,3,3,0,0,1,0,0.77,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.6664973199367523,0.6664973199367523,0.0837758481502533,2,2,2.6725111044943333,2.6725111044943333
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,37,36,3277,36.4,5,0,5,5,0,0,2,0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,28,19,1702,18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58,5.544451447203755,5.544451447203755,8.934372447431087,4,57,18.807611417025328,8.703332384116948
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1098661832511425,0.1098661832511425,0.7247695401310921,0,7,6.8929938822984695,6.746879652142525
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.03533044923096895,0.03533044923096895,0.7268215194344521,0,6,4.442914701998234,3.9260381013154984
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,1995,26,23,2014,22.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0098738074302673,1.0098738074302673,0.42468701861798763,0,9,13.879725754261017,13.611297756433487
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,26,19,1674,18.6,1,6,7,1,0,0,4,0,0.05,0.32,0.38,0.05,0.38,1.189816527068615,1.189816527068615,3.9489037338644266,1,23,10.188475765287876,7.719313248991966
