league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22,2001,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4,0.78926155064255,0.78926155064255,2.2848569825291634,2,17,3.6055558947846293,0.8866018038243055
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,FW,36,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.08928151428699493,0.08928151428699493
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,MF,26,1997,35,34,2878,32.0,0,3,3,0,0,0,7,0,0.0,0.09,0.09,0.0,0.09,0.5580153008922935,0.5580153008922935,5.642576732672751,0,36,9.082069116644561,5.1079709297046065
ITA-Serie A,2425,Empoli,Ismael Konate,ITA,FW,18,2006,12,0,116,1.3,0,1,1,0,0,0,0,0,0.0,0.78,0.78,0.0,0.78,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5372961163520813,0.5372961163520813
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,21,2003,20,16,1383,15.4,4,1,5,4,0,0,1,1,0.26,0.07,0.33,0.26,0.33,3.692545833066106,3.692545833066106,1.0941042816266418,4,12,6.923686906695366,2.6492027305066586
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,MF,27,1996,17,2,387,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.539000703021884,0.539000703021884,0.23289549257606268,0,5,1.4956626882776618,1.2405201010406017
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,MF,28,1996,36,27,2337,26.0,0,4,4,0,0,0,10,0,0.0,0.15,0.15,0.0,0.15,0.5047031184658408,0.5047031184658408,4.136965589597821,0,32,7.070838793180883,4.5941177373752
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,33,24,2230,24.8,2,4,6,2,0,0,6,0,0.08,0.16,0.24,0.08,0.24,4.268769123591483,4.268769123591483,2.0169987874105573,2,27,8.474104415625334,3.7368238335475326
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,37,26,2233,24.8,6,2,8,5,1,1,5,1,0.24,0.08,0.32,0.2,0.28,5.727314888499677,6.488613783381879,2.6644079368561506,5,21,12.387053904123604,4.715949258767068
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6265358319506049,0.6265358319506049,0.15369900921359658,0,3,1.9464550446718931,1.8548162579536438
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47523950785398483,0.47523950785398483
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,31,1992,16,7,769,8.5,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,0.7994552589952946,0.7994552589952946,0.13540467899292707,1,3,0.8791246926411986,0.7065426781773567
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,DF,22,2002,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,1.0309849446639419,1.0309849446639419,0.22200747951865196,1,5,3.366817817091942,3.027767294086516
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,MF,28,1996,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.01433190330862999,0.01433190330862999,0.1896519511938095,0,3,0.6599506363272667,0.4702986851334572
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,21,8,760,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7903557196259499,0.7903557196259499,0.5749603006988764,0,9,1.7711380869150162,0.46449032612144947
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,"DF,MF",28,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,23,2001,11,5,414,4.6,3,0,3,3,0,0,2,0,0.65,0.0,0.65,0.65,0.65,0.5232967622578144,0.5232967622578144,0.6099942177534103,3,6,1.5464684441685677,0.5057045128196478
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,0.26188276801258326,0.26188276801258326,0.3744480684399605,0,3,2.4100154601037502,1.9589530508965254
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.38980478793382645,0.38980478793382645,0.4117371141910553,0,5,3.649339665658772,3.0089227156713605
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,33,27,2331,25.9,8,0,8,7,1,2,1,0,0.31,0.0,0.31,0.27,0.27,4.7156714969314635,6.238269167486578,2.359053977765143,7,35,9.80134324869141,4.868899008259177
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,26,1997,5,0,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,16,2008,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.36383768916130066,0.36383768916130066,0.0,0,0,0.3746410859748721,0.3746410859748721
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,DF,28,1995,4,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3135741949081421,0.3135741949081421
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,28,1996,6,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14746301621198654,0.14746301621198654,0.0,0,0,0.41573808155953884,0.39823270589113235
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,MF,25,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06,0.9958969270810485,0.9958969270810485,0.900695376098156,0,12,3.4599987901747227,2.395837927237153
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,24,16,1273,14.1,6,1,7,4,2,2,2,0,0.42,0.07,0.49,0.28,0.35,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3939758026972413,1.3939758026972413,1.4734479561448097,1,18,6.815836355090141,4.914733601734042
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,22,2002,27,10,1099,12.2,1,1,2,1,0,0,6,0,0.08,0.08,0.16,0.08,0.16,1.0827028583735228,1.0827028583735228,0.6237350255250931,1,8,3.1449933713302016,2.0489630354568362
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,MF,25,1999,25,18,1450,16.1,2,1,3,2,0,0,1,0,0.12,0.06,0.19,0.12,0.19,3.3541502580046654,3.3541502580046654,1.1401456985622644,2,17,7.350004870444536,3.4852827321738005
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,29,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,MF,20,2004,9,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1504337266087532,0.1504337266087532,0.0,0,0,1.4026796147227287,1.3219382259994745
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,"MF,FW",26,1997,18,5,622,6.9,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,3.3584845028817654,3.3584845028817654,2.642054849304259,1,18,5.656952547840774,1.3118883343413472
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,"DF,MF",31,1992,8,5,433,4.8,1,0,1,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.6364892479032278,0.6364892479032278,3.2530914284288883,1,31,3.9441848695278168,2.5033633075654507
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,25,23,1728,19.2,3,0,3,3,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.7924351925030351,0.7924351925030351,0.5937809273600578,3,14,7.4116148594766855,6.710566373541951
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,GK,33,1990,35,35,3150,35.0,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.5911908186972141,0,3,4.432341421023011,3.8411506097763777
ITA-Serie A,2425,Fiorentina,Dodô,BRA,"DF,MF",25,1998,35,35,3115,34.6,0,5,5,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14,1.4068531906232238,1.4068531906232238,4.798341209068894,0,37,13.066202946938574,9.197617669589818
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,MF,22,2002,12,11,851,9.5,1,2,3,1,0,0,3,0,0.11,0.21,0.32,0.11,0.32,1.26268844678998,1.26268844678998,1.4585404973477125,1,11,5.152803368866444,3.4689552523195744
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"MF,DF",23,2000,26,11,1124,12.5,2,0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,0.43680791184306145,0.43680791184306145,1.035966550000012,2,4,3.231815998442471,1.777893790975213
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,MF,26,1998,14,1,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4286174327135086,3.4286174327135086,0.49651457089930773,2,4,6.160221628844738,2.8455714769661427
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,25,1999,36,35,3071,34.1,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,1.383564260788262,1.383564260788262,1.7717870529741049,1,16,6.849961528554559,5.043334582820535
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"MF,FW",23,2001,33,21,1953,21.7,5,4,9,3,2,3,6,0,0.23,0.18,0.41,0.14,0.32,3.7665859647095203,6.0504823960363865,2.9424900263547897,3,29,12.85442740097642,7.148263560608029
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,0.9090237375348806,0.9090237375348806,0.011529176495969296,1,1,1.0869984542950988,1.0567965134978294
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,26,1997,20,14,1367,15.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,20,2003,4,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,MF,26,1998,14,6,650,7.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6155886743217707,0.6155886743217707,0.7538418211042881,0,3,3.04950394295156,1.7586079202592373
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,DF,20,2004,5,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1810818612575531,0.1810818612575531,0.9814028739929199,0,8,2.794493567198515,1.6320087760686874
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,DF,20,2004,5,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09395667910575867,0.09395667910575867,0.28012001514434814,0,1,0.6066556721925735,0.5126989930868149
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,FW,24,2000,32,31,2704,30.0,19,3,22,18,1,2,6,0,0.63,0.1,0.73,0.6,0.7,20.365155961364508,21.887753661721945,2.3220364889129996,18,19,22.372604370117188,2.2697757203131914
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,15,10,962,10.7,1,2,3,1,0,0,0,0,0.09,0.19,0.28,0.09,0.28,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,"FW,MF",25,1999,9,4,343,3.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,30,1993,13,12,1098,12.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.32493915129452944,0.32493915129452944,0.13119366392493248,0,3,8.417624782770872,8.417624782770872
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,33,24,2200,24.4,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.47288110665977,0.47288110665977,0.36257936246693134,1,6,5.206593118607998,5.145380796864629
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.11800333857536316,0.11800333857536316
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,MF,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.176107570528984,1.176107570528984,1.3874194100499153,1,15,4.663248609751463,2.8239483311772346
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,"DF,MF",30,1994,32,29,2521,28.0,5,5,10,5,0,0,6,0,0.18,0.18,0.36,0.18,0.36,0.02383718080818653,0.02383718080818653,0.0,0,0,0.09753844887018204,0.07370126992464066
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,"DF,MF",30,1994,32,29,2521,28.0,5,5,10,5,0,0,6,0,0.18,0.18,0.36,0.18,0.36,2.4154493268579245,2.4154493268579245,2.93827155418694,5,27,11.139119654893875,7.044390741735697
ITA-Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997,29,22,1931,21.5,4,3,7,3,1,1,7,0,0.19,0.14,0.33,0.14,0.28,1.5187628027051687,2.280061637982726,3.924611158668995,3,31,7.940919827669859,5.204633484594524
ITA-Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,27,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502852164208889,0,2,0.13311734050512314,0.10769574716687202
ITA-Serie A,2425,Fiorentina,Tommaso Rubino,ITA,FW,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09105022251605988,0,1,0.09105022251605988,0.0
ITA-Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000,26,15,1234,13.7,4,6,10,4,0,0,3,1,0.29,0.44,0.73,0.29,0.73,0.90202596783638,0.90202596783638,3.4848021315410733,4,23,6.728238292038441,4.386798335239291
ITA-Serie A,2425,Genoa,Aarón Martín,ESP,"DF,MF",27,1997,36,35,3085,34.3,0,8,8,0,0,0,5,0,0.0,0.23,0.23,0.0,0.23,0.7377785928547382,0.7377785928547382,5.775845801457763,0,65,8.169334080535918,6.565924710128456
ITA-Serie A,2425,Genoa,Alan Matturro,URU,DF,19,2004,13,9,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1578726852312684,0.1578726852312684,0.2325288951396942,0,3,1.3593639694154263,1.0876875780522823
ITA-Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,21,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5659685600548983,0.5659685600548983,0.0,0,0,0.26069828122854233,0.26069828122854233
ITA-Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,25,1998,12,8,715,7.9,2,0,2,2,0,0,3,0,0.25,0.0,0.25,0.25,0.25,1.5824130047112703,1.5824130047112703,0.12476405408233404,2,4,2.4423297978937626,2.386560793966055
ITA-Serie A,2425,Genoa,Alessandro Zanoli,ITA,MF,23,2000,31,19,1711,19.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,0.653908365406096,0.653908365406096,1.1977330967783928,1,19,3.935621116310358,2.3123090155422688
ITA-Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,25,1999,36,33,2850,31.7,10,1,11,10,0,1,4,0,0.32,0.03,0.35,0.32,0.35,7.1705294996500015,7.931828275322914,1.8391901552677155,10,15,12.397627600468695,4.713260012678802
ITA-Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,32,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"MF,DF",20,2004,14,8,719,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.21893439441919327,0.21893439441919327,0.11284434050321579,0,2,1.3186640366911888,0.9868852980434895
ITA-Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,30,1994,18,3,555,6.2,1,3,4,1,0,0,1,0,0.16,0.49,0.65,0.16,0.65,3.429166266694665,3.429166266694665,0.8587063550949097,1,8,3.8718484360724688,0.7761340718716383
ITA-Serie A,2425,Genoa,Daniele Sommariva,ITA,GK,27,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,David Akpan Ankeye,NGA,FW,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,Emil Bohinen,NOR,MF,25,1999,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07997463643550873,0.07997463643550873,0.08743569999933243,0,3,0.6050263606011868,0.5149470828473568
ITA-Serie A,2425,Genoa,Fabio Miretti,ITA,MF,20,2003,25,22,1677,18.6,3,3,6,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32,3.491154466755688,3.491154466755688,2.2381972754374146,3,22,6.609325652010739,2.104139558970928
ITA-Serie A,2425,Genoa,Federico Accornero,ITA,MF,20,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,Filippo Melegoni,ITA,MF,25,1999,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,1.01,1.01,0.0,1.01,0.03688942268490791,0.03688942268490791,0.3455231189727783,0,1,0.38241254165768623,0.0
ITA-Serie A,2425,Genoa,Gastón Pereiro,URU,"FW,MF",29,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.08562840521335602,0.08562840521335602
ITA-Serie A,2425,Genoa,Honest Ahanor,ITA,"MF,DF",16,2008,6,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6984457075595856,0.6984457075595856,0.064913185313344,0,2,0.5303681567311287,0.07260099053382874
ITA-Serie A,2425,Genoa,Jean Onana,CMR,MF,24,2000,9,2,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.009843188337981701,0.009843188337981701,0.08210260421037674,0,2,0.30650322791188955,0.2145574353635311
ITA-Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",17,2006,24,6,769,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,1.3274079076945782,1.3274079076945782,1.3739267094060779,1,10,2.3448909549042583,0.5531844501383603
ITA-Serie A,2425,Genoa,Johan Vásquez,MEX,DF,25,1998,36,34,3041,33.8,3,0,3,3,0,0,9,0,0.09,0.0,0.09,0.09,0.09,2.439728694036603,2.439728694036603,0.33457772713154554,3,7,5.903322666883469,5.486615629866719
ITA-Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",33,1991,17,8,847,9.4,1,1,2,1,0,1,1,0,0.11,0.11,0.21,0.11,0.21,1.8392911776900291,2.6005900129675865,0.6972742862999439,1,8,2.1805835757404566,0.7364483065903187
ITA-Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002,25,23,2135,23.7,3,0,3,3,0,0,6,0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,Lior Kasa,ISR,MF,18,2005,8,2,230,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8909140527248383,0.8909140527248383,0.03812585398554802,0,2,1.4693591110408306,0.6169382594525814
ITA-Serie A,2425,Genoa,Lorenzo Venturino,ITA,MF,18,2006,6,1,167,1.9,2,0,2,2,0,0,0,0,1.08,0.0,1.08,1.08,1.08,1.1552968937903643,1.1552968937903643,0.18154338002204895,2,3,1.3504673931747675,0.04955596476793289
ITA-Serie A,2425,Genoa,Mario Balotelli,ITA,FW,33,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.056573908776044846,0.056573908776044846,0.0,0,0,0.11396586149930954,0.11396586149930954
ITA-Serie A,2425,Genoa,Mattia Bani,ITA,DF,30,1993,20,19,1507,16.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.4961620587855577,1.4961620587855577,0.11710328236222267,0,2,4.108662291429937,3.991559020243585
ITA-Serie A,2425,Genoa,Maxwel Cornet,CIV,MF,27,1996,7,2,246,2.7,2,1,3,2,0,0,0,0,0.73,0.37,1.1,0.73,1.1,0.0751236081123352,0.0751236081123352,0.0,0,0,0.0751236081123352,0.0
ITA-Serie A,2425,Genoa,Maxwel Cornet,CIV,MF,27,1996,7,2,246,2.7,2,1,3,2,0,0,0,0,0.73,0.37,1.1,0.73,1.1,1.0113862305879593,1.0113862305879593,1.0651200264692307,2,5,1.869239717721939,0.8866638094186783
ITA-Serie A,2425,Genoa,Milan Badelj,CRO,MF,35,1989,23,21,1472,16.4,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,0.9570948630571365,0.9570948630571365,1.2159679476171732,1,12,6.448246106505394,4.448463158681989
ITA-Serie A,2425,Genoa,Morten Frendrup,DEN,MF,23,2001,35,35,3103,34.5,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06,1.6894174106419086,1.6894174106419086,0.7124996110796928,2,14,8.62092512845993,6.655704429373145
ITA-Serie A,2425,Genoa,Morten Thorsby,NOR,MF,28,1996,30,22,1898,21.1,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,2.8997801784425974,2.8997801784425974,2.3799595832824707,0,26,7.648120200261474,4.1577848475426435
ITA-Serie A,2425,Genoa,Nicola Leali,ITA,GK,31,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.933131657540798,3.933131657540798
ITA-Serie A,2425,Genoa,Patrizio Masini,ITA,MF,23,2001,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.4354055868461728,0.4354055868461728,0.2544679529964924,1,6,3.3008227180689573,3.045926110818982
ITA-Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48837299458682537,0.48837299458682537
ITA-Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,MF,31,1993,9,4,383,4.3,0,2,2,0,0,0,2,0,0.0,0.47,0.47,0.0,0.47,0.0,0.0,0.0,0,0,0.0,0.0
ITA-Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,20,2004,3,3,179,2.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07598115876317024,0.07598115876317024
ITA-Serie A,2425,Genoa,Stefano Sabelli,ITA,"DF,MF",31,1993,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.13679284090176225,0.13679284090176225,1.975696962326765,0,18,6.253503069281578,5.011690195649862
ITA-Serie A,2425,Genoa,Vitinha,POR,"FW,MF",24,2000,25,16,1328,14.8,2,3,5,2,0,0,2,0,0.14,0.2,0.34,0.14,0.34,2.190425810404122,3.7106160493567586,2.7980539528653026,3,27,28.018506303429604,26.460083283483982
ITA-Serie A,2425,Genoa,Vitinha,POR,"FW,MF",24,2000,25,16,1328,14.8,2,3,5,2,0,0,2,0,0.14,0.2,0.34,0.14,0.34,1.7762191742658615,1.7762191742658615,4.115728894248605,2,17,5.696292694658041,1.6133615635335445
ITA-Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",26,1998,10,5,463,5.1,1,2,3,1,0,0,1,0,0.19,0.39,0.58,0.19,0.58,2.4512249622493982,2.4512249622493982,1.0444414168596268,1,4,4.008257923647761,1.4574106056243181
ITA-Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,MF,17,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03928211145102978,0.03928211145102978,0.0,0,0,0.01921735890209675,0.0
ITA-Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,23,2001,32,25,1907,21.2,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,4.79459623247385,4.79459623247385,2.119128202088177,4,22,8.290901853702962,2.3352970629930496
ITA-Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999,14,7,594,6.6,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,0.21861978992819786,0.21861978992819786,0.46620436757802963,1,10,1.219642659649253,0.625960398465395
